distance_km,turn_count,hour_of_day,day_of_week,hazard_count,avg_speed_limit,eta_minutes
10.55,1,12,4,0,50,6.73
7.88,63,12,4,0,50,19.07
13.18,3,23,6,0,50,6.82
13.52,242,23,6,0,50,37.98
6.02,126,0,0,0,50,13.87
4.66,20,10,0,0,50,7.9
5.13,63,11,0,0,50,12.62
10.6,0,12,0,0,50,6.85
2.27,60,12,0,0,50,5.27
13.15,4,23,0,0,50,6.8
14.42,370,23,0,0,50,34.6
6.47,257,0,1,0,50,17.25
6.02,293,11,1,0,50,16.63
6.77,180,0,2,0,50,19.27
5.12,74,11,2,0,50,13.63
12.38,502,12,2,0,50,27.13
13.49,194,23,2,0,50,34.83
6.08,114,0,3,0,50,14.83
5.76,36,11,3,0,50,9.02
5.12,62,11,3,0,50,13.0
11.25,0,12,3,0,50,7.0
8.48,200,12,3,0,50,21.97
13.24,1,23,3,0,50,6.88
9.59,0,23,3,0,50,5.08
4.07,243,23,3,0,50,18.35
6.11,110,0,4,0,50,13.43
30.74,367,11,4,0,50,60.98
11.27,1,12,4,0,50,7.03
7.92,130,13,4,0,50,18.05
3.04,260,12,5,0,50,22.28
13.04,0,22,6,0,50,6.73
9.61,0,23,6,0,50,5.02
4.17,127,23,6,0,50,21.02
6.23,149,0,0,0,50,13.68
9.74,654,11,0,0,50,37.5
8.38,68,0,1,0,50,12.27
18.29,624,10,4,0,50,46.98
13.56,84,12,4,0,50,22.17
30.04,145,4,5,0,50,42.37
2.95,300,11,1,0,50,20.23
2.01,74,14,1,0,50,5.23
18.13,376,10,3,0,50,51.03
12.96,2,22,3,0,50,6.68
14.29,164,23,3,0,50,30.52
6.04,135,0,4,0,50,14.13
39.71,351,9,4,0,50,71.55
40.25,610,9,5,0,50,88.25
8.24,172,0,0,0,50,19.05
5.79,80,4,5,0,50,8.52
4.64,68,4,5,0,50,12.05
38.39,0,8,5,0,50,19.58
1.97,25,8,5,0,50,5.37
9.29,149,9,5,0,50,22.52
44.76,172,10,5,0,50,47.6
5.8,140,11,5,0,50,12.9
2.9,106,10,6,0,50,23.47
12.86,0,11,6,0,50,6.58
28.97,220,11,6,0,50,54.27
6.99,230,11,4,0,50,16.5
16.61,229,11,4,0,50,31.5
15.3,206,12,4,0,50,31.0
16.53,69,2,5,0,50,12.72
41.85,1176,2,5,0,50,102.2
7.59,388,11,4,0,50,25.18
1147.3,1812,12,4,0,50,720.02
100.75,3072,1,5,0,50,247.62
15.37,1006,5,5,0,50,57.45
211.14,931,9,5,0,50,113.38
7.65,234,10,1,0,50,17.28
5.73,207,11,1,0,50,22.1
22.1,753,12,1,0,50,58.88
16.92,321,23,1,0,50,26.68
40.23,1064,23,1,0,50,89.95
89.23,1138,6,5,0,50,130.48
74.01,506,8,5,0,50,105.52
2.29,610,10,5,0,50,19.07
20.44,591,13,2,0,50,45.77
122.24,171,16,2,0,50,92.12
4.75,65,18,2,0,50,8.85
2.94,279,14,5,0,50,22.72
9.86,12,15,5,0,50,7.0
18.96,84,15,5,0,50,20.43
8.42,553,13,4,0,50,30.53
14.22,2262,17,4,0,50,122.9
136.7,293,20,4,0,50,104.85
6.78,169,22,4,0,50,14.55
28.59,225,14,6,0,50,37.57
25.53,985,6,1,0,50,93.2
23.78,480,5,2,0,50,54.5
42.95,397,1,4,0,50,58.97
47.0,456,7,4,0,50,74.17
32.86,671,7,5,0,50,76.78
15.16,241,8,5,0,50,27.83
2.14,517,21,5,0,50,17.75
14.31,78,22,5,0,50,24.53
6.78,171,23,5,0,50,17.15
3.76,850,8,5,0,50,37.8
1.11,374,9,5,0,50,13.28
6.21,375,10,5,0,50,22.8
14.52,212,11,5,0,50,35.13
15.68,441,23,6,0,50,33.23
14.07,291,0,0,0,50,34.63
9.31,381,1,0,0,50,25.58
14.9,156,10,4,0,50,18.37
31.74,202,10,4,0,50,66.58
90.11,582,2,5,0,50,158.73
80.36,504,6,5,0,50,125.42
7.48,405,21,4,0,50,29.23
18.88,399,21,4,0,50,49.85
15.19,214,22,4,0,50,32.93
17.45,348,13,6,0,50,33.88
14.12,127,14,6,0,50,19.58
8.29,401,14,6,0,50,21.67
132.04,2650,4,5,0,50,278.93
4.38,559,9,5,0,50,21.38
25.09,1689,9,6,0,50,98.73
6.66,111,3,5,0,50,15.17
16.25,364,4,5,0,50,39.27
14.09,336,4,5,0,50,37.18
3.62,130,10,4,0,50,20.07
7.51,376,12,5,0,50,36.35
5.82,302,23,5,0,50,23.35
6.84,482,7,6,0,50,69.27
3.29,146,12,6,0,50,18.8
5.92,209,13,6,0,50,34.25
7.06,150,23,6,0,50,25.47
7.28,160,9,0,0,50,34.22
20.92,566,10,0,0,50,109.67
2.34,38,12,1,0,50,5.92
20.1,779,0,2,0,50,110.12
1.69,241,3,2,0,50,19.07
19.82,930,10,2,0,50,117.75
1.55,92,2,4,0,50,7.2
0.62,87,2,4,0,50,5.93
1.95,97,9,4,0,50,7.97
2.23,157,9,4,0,50,12.4
0.89,51,10,4,0,50,5.23
1.71,115,10,4,0,50,10.05
17.59,442,22,5,0,50,76.93
17.14,320,9,6,0,50,49.0
1.88,75,23,6,0,50,15.77
29.14,182,8,0,0,50,40.72
2.01,164,9,0,0,50,12.92
6.72,267,23,0,0,50,29.25
7.67,325,10,1,0,50,27.27
1.83,91,11,1,0,50,8.3
1.31,95,0,2,0,50,15.42
0.76,78,10,2,0,50,6.87
1.95,112,11,2,0,50,9.02
4.89,226,23,2,0,50,20.62
7.05,209,11,3,0,50,31.73
6.99,348,8,4,0,50,30.27
0.98,92,9,4,0,50,8.02
5.13,183,4,5,0,50,27.8
3.12,202,6,5,0,50,29.97
12.04,644,6,5,0,50,91.47
1.41,111,8,5,0,50,8.38
2.17,181,6,6,0,50,23.47
0.83,57,7,6,0,50,9.05
6.87,171,7,6,0,50,12.7
1.3,86,7,6,0,50,13.48
1.84,88,8,6,0,50,16.98
1.7,115,11,6,0,50,9.78
6.7,321,22,6,0,50,25.52
5.96,402,6,0,0,50,25.93
7.06,359,23,0,0,50,28.8
6.84,312,8,1,0,50,32.48
6.05,235,23,1,0,50,24.13
7.14,355,5,2,0,50,32.95
6.19,168,23,2,0,50,28.68
7.49,323,9,3,0,50,31.77
3.16,141,10,3,0,50,11.05
4.84,110,23,3,0,50,19.48
1.74,108,8,4,0,50,7.72
3.67,299,3,5,0,50,30.53
2.05,247,6,5,0,50,21.48
0.86,120,6,5,0,50,9.65
14.53,797,7,5,0,50,111.32
8.41,244,2,6,0,50,41.17
9.92,493,5,6,0,50,57.72
1.72,85,11,6,0,50,8.07
6.31,175,23,6,0,50,24.72
5.9,102,10,0,0,50,16.88
4.74,151,23,0,0,50,21.65
1.65,89,4,5,0,50,8.93
6.45,162,23,6,0,50,27.65
7.56,462,8,0,0,50,50.4
1.5,67,11,0,0,50,6.15
41.48,127,23,0,0,50,26.28
6.82,232,9,1,0,50,33.85
6.15,122,23,1,0,50,26.42
19.86,886,9,2,0,50,148.98
1.48,102,12,2,0,50,9.22
6.1,193,23,2,0,50,30.15
0.68,54,5,3,0,50,5.27
8.65,376,6,3,0,50,45.5
1.67,96,23,3,0,50,12.78
10.55,157,7,4,0,50,39.5
2.41,57,9,4,0,50,6.7
1.11,120,9,4,0,50,8.1
6.84,421,9,4,0,50,48.08
11.19,173,12,4,0,50,42.7
1.28,100,3,5,0,50,6.83
1.67,57,9,5,0,50,8.27
1.01,69,9,5,0,50,7.27
2.48,137,9,5,0,50,15.62
5.42,193,5,6,0,50,28.72
1.61,74,6,6,0,50,7.15
2.9,167,6,6,0,50,22.78
5.86,193,8,6,0,50,30.85
2.8,75,11,6,0,50,8.52
1.42,133,23,6,0,50,13.63
1.46,129,8,0,0,50,15.78
5.01,183,8,0,0,50,21.17
2.84,143,3,1,0,50,29.47
1.85,40,4,1,0,50,6.02
1.08,68,5,1,0,50,6.7
6.71,186,5,1,0,50,27.2
7.47,182,6,1,0,50,52.27
8.34,281,8,1,0,50,42.72
1.22,81,10,1,0,50,7.5
5.1,191,0,2,0,50,25.23
7.74,406,7,2,0,50,39.17
3.17,55,8,2,0,50,5.5
1.15,62,8,2,0,50,7.13
11.9,414,8,3,0,50,34.42
1.6,115,9,3,0,50,9.58
4.23,6,1,4,0,50,5.77
2.11,99,3,4,0,50,11.05
6.98,220,4,4,0,50,34.83
4.24,198,9,4,0,50,29.62
9.4,363,11,4,0,50,37.27
1.55,225,3,5,0,50,18.4
2.77,166,6,5,0,50,20.97
3.56,295,8,5,0,50,36.48
0.55,75,23,0,0,50,6.28
10.05,293,4,1,0,50,39.55
9.43,233,8,1,0,50,26.15
1.4,85,11,1,0,50,8.13
7.64,194,2,2,0,50,35.57
6.22,57,8,2,0,50,12.25
2.18,138,9,2,0,50,9.75
2.18,81,12,2,0,50,8.35
2.04,95,8,3,0,50,8.77
6.94,217,23,3,0,50,29.32
5.21,220,3,4,0,50,23.5
1.3,111,9,4,0,50,7.95
0.66,60,11,4,0,50,5.23
3.55,141,6,5,0,50,21.38
3.25,246,7,5,0,50,25.2
17.04,68,7,5,0,50,13.85
2.11,108,10,5,0,50,15.2
0.67,94,13,5,0,50,7.3
1.84,60,2,6,0,50,6.05
2.01,233,2,6,0,50,23.0
3.29,202,7,6,0,50,18.12
1.62,103,12,6,0,50,9.88
8.59,350,23,6,0,50,41.92
7.49,319,4,0,0,50,36.95
1.36,57,9,0,0,50,5.63
1.6,103,12,0,0,50,8.58
2.05,118,23,0,0,50,13.67
4.64,79,12,2,0,50,21.67
0.72,54,23,2,0,50,6.82
1.18,78,23,2,0,50,7.67
8.08,269,2,3,0,50,35.68
4.86,124,5,3,0,50,24.2
12.68,246,6,3,0,50,45.02
0.98,69,9,3,0,50,6.08
1.82,133,11,3,0,50,10.67
6.84,305,23,3,0,50,37.15
4.43,138,2,4,0,50,27.23
1.01,118,7,4,0,50,10.75
1.22,64,8,4,0,50,6.23
1.67,119,8,4,0,50,9.92
22.5,482,1,5,0,50,92.13
12.81,267,7,5,0,50,40.65
8.18,253,8,5,0,50,44.22
7.79,227,11,5,0,50,39.4
7.39,115,13,5,0,50,25.12
5.47,621,7,6,0,50,64.97
10.9,720,10,6,0,50,60.43
2.25,57,0,5,0,50,12.0
1.41,103,2,5,0,50,12.67
1.36,52,3,5,0,50,8.37
2.8,132,11,5,0,50,19.22
1.67,42,2,6,0,50,7.42
4.94,82,4,0,0,50,18.33
36.24,15,10,0,0,50,26.45
241.15,165,11,0,0,50,210.2
31.63,25,19,0,0,50,40.92
71.74,13,19,0,0,50,67.0
58.34,202,22,0,0,50,88.5
137.85,593,0,1,0,50,217.87
5.44,205,5,1,0,50,43.85
106.74,405,6,1,0,50,139.68
132.91,1030,0,2,0,50,386.62
186.81,372,8,2,0,50,283.43
87.18,1071,23,2,0,50,218.58
62.07,707,3,3,0,50,138.83
1.27,43,12,3,0,50,14.92
1.92,71,9,6,0,50,11.27
2.32,89,0,0,0,50,12.83
3.68,109,3,0,0,50,22.5
1.4,44,4,0,0,50,7.37
2.52,73,12,0,0,50,11.17
1.92,45,1,0,0,50,9.08
1.26,54,11,0,0,50,7.25
1.62,32,1,1,0,50,7.92
1.62,27,1,2,0,50,6.33
2.23,48,9,2,0,50,9.75
2.85,95,10,2,0,50,16.35
1.56,25,1,3,0,50,7.58
1.84,52,9,3,0,50,11.25
1.27,64,9,4,0,50,8.58
1.51,22,17,4,0,50,5.25
109.29,314,23,4,0,50,145.17
107.44,316,6,5,0,50,154.08
3.03,89,9,5,0,50,18.05
2.09,58,10,5,0,50,12.33
2.03,93,8,6,0,50,11.25
2.04,64,15,6,0,50,10.25
2.02,43,1,0,0,50,10.25
1.0,47,3,0,0,50,7.0
8.77,294,3,0,0,50,48.67
13.27,332,4,0,0,50,64.33
1.67,87,9,0,0,50,11.83
1.51,33,1,1,0,50,6.75
2.09,106,9,1,0,50,17.17
2.62,93,10,1,0,50,17.62
2.1,27,1,2,0,50,9.17
0.51,33,3,2,0,50,5.6
0.58,42,9,2,0,50,5.87
2.43,67,12,2,0,50,11.08
1.66,47,1,3,0,50,8.67
1.78,97,10,3,0,50,13.6
3.06,66,14,3,0,50,6.92
1.62,57,1,4,0,50,8.58
9.36,150,23,4,0,50,33.75
21.99,768,2,5,0,50,133.25
4.32,236,9,5,0,50,38.92
13.6,380,12,5,0,50,65.58
11.97,235,3,6,0,50,49.0
9.01,241,5,6,0,50,51.17
4.65,260,7,6,0,50,33.6
3.46,90,9,6,0,50,15.5
2.18,45,1,0,0,50,9.75
1.03,32,3,0,0,50,5.0
2.23,66,12,0,0,50,12.5
2.33,63,1,1,0,50,12.0
1.27,33,10,1,0,50,8.5
1.94,99,1,2,0,50,9.18
0.6,67,3,2,0,50,5.15
6.2,284,12,2,0,50,27.08
1.91,58,1,3,0,50,10.62
3.26,125,9,3,0,50,22.75
2.22,109,10,3,0,50,12.98
2.62,100,12,3,0,50,13.45
2.47,182,1,4,0,50,18.58
0.66,89,3,4,0,50,6.87
0.54,66,9,4,0,50,5.15
2.23,201,9,4,0,50,19.68
1.93,140,16,4,0,50,11.43
2.17,125,2,5,0,50,11.37
1.9,95,20,5,0,50,6.93
125.15,2099,5,6,0,50,323.92
24.42,499,12,6,0,50,73.83
3.58,135,1,0,0,50,23.9
2.45,130,13,0,0,50,14.52
2.07,73,1,1,0,50,9.48
6.21,530,10,1,0,50,65.42
2.06,111,11,2,0,50,8.73
2.59,112,1,3,0,50,10.42
0.72,59,9,3,0,50,5.1
2.46,166,10,3,0,50,16.43
1.92,102,14,3,0,50,14.07
2.37,105,1,4,0,50,11.17
2.13,129,9,4,0,50,12.55
6.04,171,10,4,0,50,18.5
20.59,22,12,4,0,50,20.17
782.01,68,12,4,0,50,422.53
315.14,60,22,4,0,50,180.03
12.77,330,2,5,0,50,52.6
3.32,255,9,6,0,50,30.78
278.38,323,12,6,0,50,178.35
214.56,55,16,6,0,50,118.18
176.1,16,19,6,0,50,95.73
6.26,248,2,0,0,50,23.78
2.22,89,4,0,0,50,9.75
2.67,126,12,0,0,50,13.22
2.31,89,1,1,0,50,10.12
2.7,136,9,1,0,50,14.05
1.2,106,10,1,0,50,8.62
4.35,396,10,1,0,50,40.13
1.91,83,1,2,0,50,8.38
0.88,82,3,2,0,50,5.15
1.29,51,9,2,0,50,6.5
4.1,227,11,2,0,50,18.38
2.55,149,0,3,0,50,10.3
2.91,178,9,3,0,50,21.02
1.93,120,11,3,0,50,15.68
4.14,232,11,3,0,50,17.38
1.99,90,1,4,0,50,6.93
1.17,104,9,4,0,50,8.68
2.31,136,0,5,0,50,8.15
1.23,80,7,5,0,50,5.2
2.0,115,14,5,0,50,8.08
1.95,111,5,6,0,50,9.07
1.5,89,7,6,0,50,8.98
2.41,163,0,0,0,50,13.63
0.54,67,3,0,0,50,5.4
1.95,152,10,0,0,50,13.05
2.27,123,11,0,0,50,14.07
2.28,147,7,1,0,50,17.32
2.11,85,1,2,0,50,9.67
0.54,69,3,2,0,50,5.68
2.27,148,9,2,0,50,13.82
0.8,58,10,2,0,50,5.33
2.01,108,14,2,0,50,9.58
2.14,102,1,3,0,50,10.57
0.64,84,9,3,0,50,6.52
2.65,181,11,3,0,50,13.92
2.3,110,1,4,0,50,10.42
1.2,145,9,4,0,50,10.5
2.43,94,20,4,0,50,9.35
2.11,131,7,5,0,50,9.93
2.39,83,21,5,0,50,9.47
1.39,55,9,6,0,50,6.07
1.12,77,9,6,0,50,6.55
1.79,54,1,0,0,50,9.43
0.52,63,3,0,0,50,5.23
4.5,241,10,0,0,50,33.2
3.04,88,11,1,0,50,17.65
1.65,83,1,2,0,50,6.53
1.11,81,9,2,0,50,5.27
1.7,74,1,3,0,50,6.42
0.52,72,3,3,0,50,5.73
2.56,150,9,3,0,50,12.27
2.14,85,1,4,0,50,8.87
2.39,172,0,5,0,50,12.47
1.8,217,10,6,0,50,17.47
1.76,107,12,6,0,50,10.57
2.23,83,1,0,0,50,9.58
0.6,56,6,0,0,50,5.45
2.38,142,12,0,0,50,11.65
13.68,424,12,5,0,50,42.83
8.98,389,23,5,0,50,38.43
3.84,385,4,6,0,50,40.42
192.43,1240,5,6,0,50,249.5
17.35,747,12,0,0,50,81.6
2.49,92,4,2,0,50,12.73
24.17,109,0,3,0,50,43.05
23.75,135,2,3,0,50,45.95
1.58,209,10,0,0,50,14.4
10.11,398,23,0,0,50,55.08
10.96,468,9,1,0,50,40.58
9.59,336,23,1,0,50,43.42
11.54,497,9,2,0,50,48.8
9.39,312,23,2,0,50,38.77
7.87,238,10,3,0,50,27.62
11.67,534,9,4,0,50,59.83
7.28,414,1,5,0,50,47.62
9.76,474,4,5,0,50,51.2
10.17,461,23,6,0,50,46.58
2.85,183,4,0,0,50,24.33
12.13,631,8,0,0,50,67.8
10.19,335,23,0,0,50,43.07
11.2,416,8,1,0,50,40.83
10.05,410,23,1,0,50,52.9
12.1,532,8,2,0,50,59.68
9.12,362,23,2,0,50,39.63
2.13,169,12,3,0,50,12.95
10.84,522,23,3,0,50,55.6
11.35,623,9,4,0,50,50.42
1.51,72,4,5,0,50,6.57
20.47,1854,5,5,0,50,164.62
10.2,540,23,6,0,50,49.32
13.21,681,9,0,0,50,42.92
10.63,556,23,0,0,50,48.4
11.38,478,9,1,0,50,35.98
10.65,633,23,1,0,50,44.3
10.6,515,23,2,0,50,52.13
8.82,873,10,3,0,50,69.05
10.15,833,23,3,0,50,69.12
1.27,216,22,4,0,50,10.57
0.97,166,22,5,0,50,8.2
1.6,264,22,0,0,50,13.75
1.03,189,22,2,0,50,7.67
51.14,538,8,4,0,50,111.47
17.5,1091,0,5,0,50,99.03
1.15,319,2,5,0,50,13.73
1.05,224,4,6,0,50,11.63
1.06,248,4,6,0,50,11.02
10.25,500,23,6,0,50,39.7
11.24,607,9,0,0,50,49.3
0.92,112,23,0,0,50,10.83
11.97,724,9,1,0,50,55.35
9.57,409,23,1,0,50,40.65
11.91,666,9,2,0,50,44.53
1.9,170,23,2,0,50,10.77
11.84,774,9,3,0,50,56.1
10.07,366,23,3,0,50,35.45
12.09,764,12,4,0,50,48.52
9.88,377,23,6,0,50,42.45
11.32,578,10,0,0,50,43.27
10.83,683,23,0,0,50,52.95
11.52,598,10,1,0,50,47.55
10.27,585,23,1,0,50,46.17
11.61,545,10,2,0,50,48.13
9.23,387,23,2,0,50,36.68
1.23,166,3,3,0,50,13.58
11.11,407,9,3,0,50,38.83
11.23,510,11,4,0,50,43.37
2.19,615,4,6,0,50,18.97
5.34,741,5,6,0,50,47.07
7.05,805,7,6,0,50,69.27
2.6,831,8,6,0,50,28.98
10.53,546,23,6,0,50,50.23
10.68,609,9,0,0,50,46.1
10.78,664,23,0,0,50,47.6
11.58,739,9,0,0,50,59.2
10.24,564,23,0,0,50,47.5
11.26,583,9,1,0,50,43.67
10.84,571,23,1,0,50,45.32
12.27,658,8,2,0,50,46.13
10.48,586,23,2,0,50,47.18
11.34,646,9,3,0,50,51.25
10.37,589,23,3,0,50,45.7
10.64,543,9,4,0,50,42.77
10.62,513,23,6,0,50,39.4
11.13,481,11,0,0,50,42.9
10.94,678,23,0,0,50,50.23
11.12,501,12,1,0,50,40.23
10.36,553,23,1,0,50,55.02
11.85,601,12,2,0,50,41.57
10.29,395,23,2,0,50,33.52
11.34,395,12,3,0,50,37.53
10.79,684,23,3,0,50,47.78
11.81,456,12,4,0,50,49.97
5.65,618,7,6,0,50,43.02
9.98,539,23,6,0,50,39.55
9.42,373,23,1,0,50,35.88
11.88,614,9,2,0,50,51.38
10.15,402,9,3,0,50,32.68
2.31,328,9,3,0,50,15.62
11.67,551,23,3,0,50,63.37
10.12,718,9,4,0,50,52.83
1.66,366,0,6,0,50,19.0
11.44,424,23,6,0,50,48.92
11.75,802,9,1,0,50,65.45
9.29,358,23,1,0,50,32.4
11.7,656,8,2,0,50,50.25
6.94,678,12,2,0,50,43.35
7.24,130,0,3,0,50,19.62
3.51,225,1,4,0,50,20.42
3.93,345,2,4,0,50,29.75
6.08,283,1,5,0,50,29.1
3.61,266,4,5,0,50,37.42
1.89,17,8,5,0,50,10.35
15.1,480,5,0,0,50,65.17
9.67,175,6,0,0,50,20.78
1.61,193,7,1,0,50,9.83
13.57,851,5,2,0,50,49.7
14.18,884,8,2,0,50,58.23
8.11,262,1,4,0,50,30.18
7.27,80,2,4,0,50,14.2
13.45,240,2,4,0,50,45.8
10.58,184,8,4,0,50,21.75
11.08,247,10,6,0,50,44.9
11.61,389,23,6,0,50,44.02
10.96,219,9,0,0,50,37.75
8.05,160,23,0,0,50,26.0
11.34,266,10,1,0,50,38.9
12.08,1085,22,1,0,50,87.47
0.57,84,4,2,0,50,6.22
11.21,257,23,2,0,50,40.62
13.02,577,8,3,0,50,69.95
11.38,326,8,4,0,50,44.95
11.12,585,3,5,0,50,63.35
2.23,131,11,6,0,50,22.1
12.3,370,23,0,0,50,46.18
11.75,355,9,2,0,50,50.98
5.29,99,5,6,0,50,22.07
14.45,189,6,6,0,50,28.73
1.23,175,23,6,0,50,7.55
8.85,383,9,1,0,50,30.33
5.37,90,9,3,0,50,9.88
0.55,169,10,4,0,50,6.02
2.65,153,6,5,0,50,11.75
3.24,452,4,6,0,50,23.97
4.34,447,5,6,0,50,27.43
12.35,695,5,6,0,50,53.98
3.82,850,5,5,0,50,45.27
3.25,59,6,0,0,50,37.77
7.31,78,9,0,0,50,21.63
36.75,66,10,0,0,50,38.03
3.25,59,14,0,0,50,37.77
7.31,78,17,0,0,50,21.63
36.75,66,18,0,0,50,38.03
5.92,27,23,0,0,50,9.22
8.91,53,0,1,0,50,18.82
31.73,114,2,1,0,50,75.43
2.89,45,3,1,0,50,8.67
5.32,1,4,1,0,50,6.47
2.4,49,7,1,0,50,23.12
41.14,111,9,1,0,50,60.67
11.78,65,10,1,0,50,38.22
2.89,45,11,1,0,50,8.67
5.32,1,12,1,0,50,6.47
2.4,49,15,1,0,50,23.12
41.14,111,17,1,0,50,60.67
2.01,24,3,2,0,50,7.95
4.4,43,5,2,0,50,19.22
2.01,24,11,2,0,50,7.95
4.4,43,13,2,0,50,19.22
4.46,56,10,3,0,50,17.57
0.79,18,11,3,0,50,6.23
8.66,59,12,3,0,50,19.8
4.46,56,18,3,0,50,17.57
0.79,18,19,3,0,50,6.23
8.66,59,20,3,0,50,19.8
4.83,9,1,4,0,50,11.42
4.83,9,9,4,0,50,11.42
8.65,68,16,4,0,50,17.55
13.12,142,17,4,0,50,78.5
13.08,67,20,4,0,50,47.48
1.69,23,0,5,0,50,16.6
10.42,48,1,5,0,50,27.83
2.54,15,3,5,0,50,11.23
20.66,52,3,5,0,50,35.62
13.83,33,6,5,0,50,24.07
7.36,16,8,5,0,50,14.67
36.74,82,8,5,0,50,47.4
10.14,38,9,5,0,50,21.6
2.54,15,11,5,0,50,11.23
20.66,52,11,5,0,50,35.62
13.83,33,14,5,0,50,24.07
7.36,16,16,5,0,50,14.67
36.74,82,16,5,0,50,47.4
51.15,84,23,5,0,50,67.4
51.15,84,7,6,0,50,67.4
2.53,1,9,6,0,50,6.15
63.06,54,9,6,0,50,56.13
2.53,1,17,6,0,50,6.15
63.06,54,17,6,0,50,56.13
33.12,101,23,6,0,50,46.63
7.93,54,0,0,0,50,21.28
1.56,31,1,0,0,50,11.1
33.12,101,7,0,0,50,46.63
7.93,54,8,0,0,50,21.28
1.56,31,9,0,0,50,11.1
14.31,43,10,0,0,50,27.55
6.14,33,0,1,0,50,22.38
2.07,22,4,1,0,50,5.5
8.06,45,10,1,0,50,21.13
2.85,10,13,1,0,50,7.25
2.76,24,1,2,0,50,9.77
2.35,21,3,2,0,50,11.87
8.69,45,8,2,0,50,15.72
8.75,51,9,2,0,50,51.7
11.43,41,11,2,0,50,29.32
10.16,135,23,2,0,50,45.22
5.32,91,3,3,0,50,21.33
5.2,35,5,3,0,50,21.15
2.7,37,6,3,0,50,9.12
40.43,77,9,3,0,50,59.73
5.66,26,10,3,0,50,17.35
5.55,18,11,3,0,50,11.02
45.98,88,23,3,0,50,71.88
5.56,125,9,4,0,50,42.6
10.88,34,12,4,0,50,23.65
30.92,32,8,5,0,50,37.77
17.4,55,9,5,0,50,23.05
17.75,35,11,5,0,50,16.68
46.0,75,23,6,0,50,77.42
6.44,22,10,2,0,50,16.07
4.98,9,12,2,0,50,5.5
20.15,44,6,3,0,50,15.18
1.83,21,9,3,0,50,8.68
8.55,33,11,3,0,50,13.67
7.01,24,12,3,0,50,11.98
11.86,105,23,3,0,50,43.07
10.61,43,6,4,0,50,24.03
11.96,32,7,4,0,50,20.08
15.99,91,8,4,0,50,83.97
12.57,48,12,4,0,50,24.48
48.15,60,1,6,0,50,78.53
4.7,23,6,6,0,50,20.87
31.43,70,7,6,0,50,49.75
11.62,83,23,6,0,50,41.8
2.72,23,1,0,0,50,8.8
2.41,27,4,0,0,50,8.27
6.28,20,12,0,0,50,9.02
4.71,29,4,1,0,50,13.17
5.27,67,6,1,0,50,17.13
2.05,30,6,1,0,50,15.12
3.63,43,8,1,0,50,14.08
10.25,44,13,1,0,50,19.73
6.45,11,23,1,0,50,10.02
34.42,43,3,2,0,50,54.8
25.16,50,5,2,0,50,43.0
7.9,26,10,2,0,50,12.73
6.74,29,10,2,0,50,12.15
12.18,103,23,2,0,50,41.43
37.03,76,9,3,0,50,50.1
6.12,48,11,3,0,50,20.02
36.85,16,0,4,0,50,40.77
5.43,45,4,4,0,50,23.17
6.33,30,6,4,0,50,26.97
2.75,34,7,4,0,50,8.1
4.32,29,8,4,0,50,11.55
5.29,63,9,4,0,50,13.8
3.83,28,9,4,0,50,35.43
11.36,28,12,4,0,50,26.02
3.79,7,7,5,0,50,6.98
4.77,21,8,5,0,50,11.3
36.06,83,0,6,0,50,59.8
9.4,49,1,6,0,50,22.42
8.82,28,2,6,0,50,21.15
11.16,22,3,6,0,50,13.4
14.69,17,9,6,0,50,18.27
1.41,24,10,6,0,50,7.7
3.66,72,10,6,0,50,12.5
10.29,9,11,6,0,50,15.08
4.29,22,12,6,0,50,10.28
5.52,66,23,6,0,50,15.78
6.03,24,0,0,0,50,16.87
7.59,26,3,0,0,50,10.25
14.56,70,4,0,0,50,28.95
6.98,36,7,0,0,50,10.92
6.81,33,10,0,0,50,22.25
1.87,22,5,1,0,50,7.0
17.64,191,10,1,0,50,46.03
5.78,47,23,2,0,50,18.32
6.03,21,0,3,0,50,18.18
14.84,57,5,3,0,50,34.95
13.38,70,7,3,0,50,46.2
7.5,34,11,3,0,50,10.9
6.48,29,23,3,0,50,11.83
3.51,41,4,4,0,50,11.83
9.18,83,8,4,0,50,93.37
11.65,81,12,4,0,50,35.72
8.08,14,1,5,0,50,12.87
15.59,45,7,5,0,50,32.25
31.55,42,8,5,0,50,37.88
8.59,26,1,6,0,50,21.05
8.75,35,3,6,0,50,20.18
41.13,105,7,6,0,50,59.55
45.58,66,1,0,0,50,58.87
28.69,91,6,0,0,50,48.93
24.24,109,8,0,0,50,56.17
7.8,57,10,0,0,50,22.68
7.11,36,10,0,0,50,15.78
6.27,26,23,0,0,50,10.48
2.68,19,3,1,0,50,11.3
1.99,19,6,1,0,50,8.12
10.1,30,8,1,0,50,15.98
6.46,22,23,1,0,50,9.57
3.73,36,3,2,0,50,11.67
2.0,19,5,2,0,50,7.43
8.41,17,5,2,0,50,19.15
2.29,28,10,2,0,50,15.52
32.25,41,14,2,0,50,36.4
6.43,15,23,2,0,50,9.22
8.16,19,11,3,0,50,19.55
4.38,35,12,3,0,50,11.95
9.82,52,23,3,0,50,16.95
16.17,224,9,4,0,50,61.75
11.78,70,12,4,0,50,28.27
20.68,33,6,5,0,50,30.8
25.37,52,7,5,0,50,45.77
17.64,63,0,6,0,50,41.08
39.53,37,2,6,0,50,38.48
20.98,22,5,6,0,50,20.88
